day,dir,seconds,wall_s,control,brain_mode,dist_Ada,eat_Ada,near_Ada,ign_Ada,lab_Ada,cap_Ada,dist_Bia,eat_Bia,near_Bia,ign_Bia,lab_Bia,cap_Bia,dist_Cleo,eat_Cleo,near_Cleo,ign_Cleo,lab_Cleo,cap_Cleo,dist_Dan,eat_Dan,near_Dan,ign_Dan,lab_Dan,cap_Dan,dist_Edu,eat_Edu,near_Edu,ign_Edu,lab_Edu,cap_Edu,dist_Fil,eat_Fil,near_Fil,ign_Fil,lab_Fil,cap_Fil,encontros,encontros_mf_s,pares_mf,cantos,saltos,capturas,entradas_lab,esferas,presa_agua,convulsao_ticks,fugiram,S1_quase,S1_disparou,S2_quase,S2_disparou,S3_quase,S3_disparou,S4_quase,S4_disparou,agregacao
274,runs\cem\day_0274,30.0,349,Fil,reduced,10.76,0.0,0.0,0.0,0.0,0,12.84,29.02,0.84,0.0,0.0,0,4.9,0.0,0.84,0.0,0.0,0,16.34,0.0,0.0,0.0,0.0,0,49.96,0.0,0.0,0.0,0.0,0,37.74,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,34.0,108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.004666666666666667
275,runs\cem\day_0275,30.0,358,Fil,reduced,26.98,0.3,0.0,0.0,0.0,0,16.06,0.0,1.6,0.0,0.0,0,0.98,51.34,0.0,0.0,0.0,0,12.16,0.0,1.72,0.0,0.0,0,62.96,0.0,1.72,0.0,0.0,0,25.92,0.0,1.6,0.0,0.0,0,4.0,1.6,2.0,74.0,170.0,0.0,0.0,2.0,0.0,0.0,0,2,1,0,0,0,0,0,0,0.018666666666666668
276,runs\cem\day_0276,30.0,393,Fil,reduced,6.7,0.0,0.0,0.0,0.0,0,2.58,0.0,0.0,0.0,0.0,0,55.1,6.1,0.0,0.0,0.0,0,29.26,0.0,0.0,0.0,0.0,0,28.3,0.0,0.0,0.0,0.0,0,20.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,144.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0
277,runs\cem\day_0277,30.0,357,Fil,reduced,5.88,0.0,0.0,0.0,0.0,0,55.4,0.0,0.0,0.0,2.58,0,6.18,0.0,2.16,0.0,0.0,0,9.62,0.64,0.0,0.0,0.0,0,11.2,0.66,0.0,0.0,0.0,0,22.64,0.0,2.16,0.0,0.0,0,2.0,2.16,2.0,4.0,126.0,0.0,2.0,4.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0.011999999999999999
278,runs\cem\day_0278,30.0,327,Fil,reduced,12.58,0.0,0.0,0.0,0.0,0,2.3,59.5,0.0,0.0,0.0,0,22.72,0.0,0.0,0.0,0.0,0,66.52,0.0,0.0,0.0,0.0,0,1.32,0.0,0.0,0.0,0.0,0,39.16,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.0,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
279,runs\cem\day_0279,30.0,371,Fil,reduced,11.38,0.0,0.0,0.0,0.0,0,0.0,59.82,0.0,0.0,0.0,0,0.0,59.76,0.0,0.0,0.0,0,62.46,0.08,0.0,0.0,0.0,0,15.14,0.18,0.0,0.0,0.0,0,36.14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.0,122.0,0.0,0.0,2.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0
280,runs\cem\day_0280,30.0,347,Fil,reduced,43.6,0.0,0.0,0.0,0.0,0,5.46,0.0,0.0,0.0,0.0,0,7.68,0.0,0.0,0.0,0.0,0,2.38,2.4,0.0,0.0,0.0,0,1.58,0.0,0.0,0.0,0.0,0,18.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.0,60.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0
281,runs\cem\day_0281,30.0,379,Fil,reduced,26.56,0.0,1.42,0.0,0.0,0,8.72,0.0,0.0,0.0,0.0,0,12.34,41.14,0.0,0.0,0.0,0,64.96,0.0,0.0,0.0,8.86,0,55.24,1.98,0.0,0.0,0.0,0,40.2,0.0,1.42,0.0,0.0,0,2.0,1.42,2.0,112.0,274.0,0.0,2.0,0.0,2.0,0.0,0,2,0,0,0,2,1,0,0,0.008
282,runs\cem\day_0282,30.0,390,Fil,reduced,5.58,0.0,0.46,0.0,0.0,0,8.66,0.0,0.46,0.0,0.0,0,1.36,0.0,0.0,0.0,0.0,0,16.18,3.68,0.46,0.0,0.0,0,79.6,0.0,0.0,0.0,6.88,0,50.24,0.0,0.46,0.0,0.0,0,4.0,0.0,0.0,152.0,184.0,0.0,2.0,0.0,2.0,0.0,0,2,0,0,0,0,0,0,0,0.005333333333333333
283,runs\cem\day_0283,30.0,376,Fil,reduced,43.8,0.0,0.0,0.0,0.0,0,10.38,22.8,0.48,0.0,0.0,0,7.38,0.0,0.0,0.0,0.0,0,18.9,0.0,0.0,0.0,0.0,0,14.86,0.0,0.28,0.0,0.0,0,43.28,0.0,0.76,0.0,0.0,0,8.0,0.48,2.0,4.0,138.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.004333333333333334
284,runs\cem\day_0284,30.0,396,Fil,reduced,13.36,13.22,1.48,0.0,0.0,0,14.92,0.7,0.18,0.0,0.0,0,9.18,0.64,1.66,0.0,0.0,0,59.88,0.0,0.0,0.0,0.0,0,8.66,0.0,0.0,0.0,0.0,0,28.54,0.0,0.0,0.0,0.0,2,8.0,0.0,0.0,44.0,142.0,4.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.009333333333333334
285,runs\cem\day_0285,30.0,764,Fil,reduced,17.36,0.0,0.78,0.0,0.0,0,2.64,35.04,0.0,0.0,0.0,0,13.46,34.9,0.0,0.0,0.0,0,81.1,0.0,0.0,0.0,0.0,0,10.26,0.0,0.0,0.0,0.0,0,29.98,0.0,0.78,0.0,0.0,0,4.0,0.78,2.0,96.0,140.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.004333333333333333
286,runs\cem\day_0286,30.0,503,Fil,reduced,0.14,0.0,4.52,0.0,0.0,0,59.58,0.0,0.0,0.0,0.0,0,1.44,54.12,4.52,0.0,0.0,0,13.42,0.0,0.0,0.0,0.0,0,43.62,0.3,0.0,0.0,0.0,0,22.96,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,174.0,0.0,0.0,4.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.024999999999999998
287,runs\cem\day_0287,30.0,446,Fil,reduced,17.38,11.64,0.0,0.0,0.0,0,0.0,59.86,0.0,0.0,0.0,0,13.86,0.0,0.0,0.0,0.0,0,32.42,1.18,16.08,0.0,0.0,0,21.22,0.0,16.08,0.0,0.0,0,52.4,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,138.0,148.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.08933333333333333
288,runs\cem\day_0288,30.0,413,Fil,reduced,8.64,32.02,0.0,0.0,0.0,0,18.44,0.0,0.0,0.0,0.0,0,54.82,0.0,0.0,0.0,0.0,0,41.72,0.0,0.0,0.0,0.0,0,21.88,0.0,0.0,0.0,0.0,0,24.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34.0,200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
289,runs\cem\day_0289,30.0,437,Fil,reduced,1.74,13.98,0.0,0.0,0.0,0,14.0,0.0,0.0,0.0,0.0,0,5.84,0.0,0.0,0.0,0.0,0,35.44,0.0,0.0,0.0,0.0,0,10.3,0.0,0.0,0.0,0.0,0,27.32,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,158.0,80.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
290,runs\cem\day_0290,30.0,370,Fil,reduced,25.18,0.0,0.0,0.0,0.0,0,24.1,36.0,0.0,0.0,0.0,0,5.62,0.0,0.0,0.0,0.0,0,10.22,0.0,0.0,0.0,0.0,0,23.54,0.42,0.0,0.0,0.0,0,37.84,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,98.0,118.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
291,runs\cem\day_0291,30.0,358,Fil,reduced,5.04,27.9,0.0,0.0,0.0,0,42.26,2.4,0.0,0.0,0.0,0,12.46,0.0,0.0,0.0,0.0,0,22.32,0.0,0.0,0.0,0.0,0,8.42,0.0,0.0,0.0,0.0,0,34.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,122.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.0
292,runs\cem\day_0292,30.0,339,Fil,reduced,14.4,0.0,0.0,0.0,0.0,0,15.1,38.92,0.2,0.0,0.0,0,40.68,1.08,0.0,0.0,0.0,0,46.8,3.24,0.2,0.0,0.0,0,33.8,0.4,0.0,0.0,0.0,0,40.32,0.0,0.0,0.0,0.0,0,2.0,0.2,2.0,46.0,228.0,0.0,0.0,2.0,0.0,0.0,0,2,1,0,0,0,0,0,0,0.0013333333333333333
293,runs\cem\day_0293,30.0,318,Fil,reduced,5.34,0.0,0.0,0.0,0.0,0,12.44,26.62,0.0,0.0,0.0,0,30.1,0.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0.0,0,23.24,0.0,0.0,0.0,0.0,0,53.08,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,204.0,166.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.0
294,runs\cem\day_0294,30.0,396,Fil,reduced,0.0,59.8,29.46,0.0,0.0,0,9.82,0.0,0.4,0.0,0.0,0,23.36,0.0,0.4,0.0,0.0,0,26.3,0.0,0.0,0.0,0.0,0,36.88,3.42,29.46,0.0,0.0,0,50.56,0.0,0.0,0.0,0.0,0,4.0,29.46,2.0,30.0,166.0,0.0,0.0,4.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.166
295,runs\cem\day_0295,30.0,336,Fil,reduced,7.64,0.0,0.0,0.0,0.0,0,11.52,29.7,0.0,0.0,0.0,0,34.02,0.0,0.0,0.0,0.0,0,25.3,0.28,0.0,0.0,0.0,0,22.78,0.0,0.0,0.0,0.0,0,32.46,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,134.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0
296,runs\cem\day_0296,30.0,291,Fil,reduced,15.38,0.0,1.24,0.0,0.0,0,6.26,0.0,1.24,0.0,0.0,0,5.42,0.0,0.0,0.0,0.0,0,44.36,0.0,0.0,0.0,35.62,0,7.68,0.0,0.0,0.0,0.0,0,27.94,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,114.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.007
297,runs\cem\day_0297,30.0,404,Fil,reduced,47.16,0.7,0.06,0.0,0.0,0,41.56,0.0,0.0,0.0,0.0,0,2.84,0.0,0.0,0.0,0.0,0,55.66,0.0,0.0,0.0,0.0,0,35.72,0.0,0.0,0.0,0.0,0,34.2,0.0,0.06,0.0,0.0,0,2.0,0.06,2.0,116.0,204.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0003333333333333333
298,runs\cem\day_0298,30.0,395,Fil,reduced,8.1,0.0,0.0,0.0,0.0,0,9.12,13.62,0.0,0.0,0.0,0,4.5,0.0,0.0,0.0,0.0,0,50.68,0.0,0.0,0.0,0.0,0,3.6,0.0,0.0,0.0,0.0,0,29.38,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,44.0,66.0,4.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0
299,runs\cem\day_0299,30.0,398,Fil,reduced,8.64,58.74,0.18,0.0,0.0,0,34.46,34.54,0.18,0.0,0.0,0,10.58,0.0,20.88,0.0,0.0,0,81.66,0.0,0.0,0.0,0.0,0,17.42,0.0,20.88,0.0,0.0,0,30.56,0.0,0.0,0.0,0.0,0,4.0,20.88,2.0,14.0,230.0,0.0,0.0,2.0,0.0,0.0,0,2,1,0,0,0,0,0,0,0.11699999999999999
